IP,"Reverse DNS","Best-guess OS fingerprint","OS guess accuracy"
212.70.138.130,212-70-138-130.ip.ggn.bg,"Linux 2.6.32 - 3.9",96
212.70.138.149,212-70-138-149.ip.ggn.bg,"Linux 2.6.32 - 3.9",98
212.70.138.212,212-70-138-212.ip.ggn.bg,"Netgear DG834G WAP or Western Digital WD TV media player",96
212.70.139.202,212-70-139-202.ip.ggn.bg,"Linux 2.6.32 - 3.9",96
212.70.139.23,212-70-139-23.ip.ggn.bg,"Netgear DG834G WAP or Western Digital WD TV media player",96
212.72.135.196,host-212-72-135-196.customer.co.ge,"Huawei SmartAX MT800u-T ADSL router, NexStor Nexsan ATABoy2x NAS device, ZyXEL ES-4024A switch, or ZyXEL Prestige 650HW or 660HW ADSL router",95
212.72.137.104,host-212-72-137-104.customer.co.ge,"ZyXEL Prestige 600-series ADSL router",93
212.72.139.144,host-212-72-139-144.customer.co.ge,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",94
212.73.128.157,212.73.128.157.neterra.net,"Avaya G700 Telephony Media Gateway or Sun Advanced Lights Out Maganer 1.5.2 (VxWorks)",96
212.73.128.82,212.73.128.82.neterra.net,"Linux 2.6.32 - 3.9",96
212.76.100.152,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",85
212.76.100.215,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",83
212.76.100.61,,"Tandberg Codec C60 video conferencing system",89
212.76.101.165,,"D-Link DIR-615, Encore 3G, or EnGenius ESR-9752 WAP",89
212.76.101.47,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",82
212.76.103.199,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",89
212.76.105.154,,"Linux 2.4.21 - 2.4.25 (embedded)",89
212.76.105.70,,"Microsoft Windows XP Professional SP2",89
212.76.107.155,,"D-Link DIR-615, Encore 3G, or EnGenius ESR-9752 WAP",89
212.76.107.204,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",87
212.76.107.2,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",90
212.76.108.110,,"Linux 2.4.21 - 2.4.25 (embedded)",92
212.76.108.160,,"D-Link DIR-615, Encore 3G, or EnGenius ESR-9752 WAP",89
212.76.108.226,,"Linux 2.4.18",87
212.76.109.136,,"OpenWrt Kamikaze 8.09 (Linux 2.6.25 - 2.6.26)",89
212.76.109.232,,"D-Link DIR-615, Encore 3G, or EnGenius ESR-9752 WAP",88
212.76.109.55,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",87
212.76.110.172,,"HP P2000 G3 NAS device",85
212.76.112.94,,"Linux 2.4.21 - 2.4.25 (embedded)",92
212.76.113.18,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",90
212.76.113.240,,"Netgear DG834G WAP or Western Digital WD TV media player",88
212.76.115.207,,"Linux 2.4.18",89
212.76.115.2,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",86
212.76.116.157,,"Linux 2.4.26 (Slackware 10.0.0)",88
212.76.117.204,,"Linux 2.4.21 - 2.4.25 (embedded)",89
212.76.117.33,,"D-Link DIR-615, Encore 3G, or EnGenius ESR-9752 WAP",89
212.76.118.73,,"OpenWrt White Russian 0.9 (Linux 2.4.30)",88
212.76.119.181,,"Netgear DG834G WAP or Western Digital WD TV media player",88
212.76.119.212,,"Netgear DG834G WAP or Western Digital WD TV media player",88
212.76.119.44,,"Linux 2.6.32",90
212.76.121.225,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",84
212.76.122.149,,,
212.76.123.123,,"Linux 2.6.19 - 2.6.32",89
212.76.123.140,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",82
212.76.123.159,,"D-Link DIR-615, Encore 3G, or EnGenius ESR-9752 WAP",89
212.76.124.210,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",86
212.76.125.227,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",90
212.76.130.25,,"Juniper MX960 router (JUNOS 9.5R3.7)",92
212.76.131.1,,"Juniper MX960 router (JUNOS 9.5R3.7)",95
212.76.96.157,,"OpenWrt Kamikaze 8.09 (Linux 2.4.35.4)",87
212.76.96.186,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",85
212.76.96.61,,"Linux 2.4.26 (Slackware 10.0.0)",88
212.76.97.157,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",89
212.76.97.68,,,
212.76.97.95,,"OpenWrt Kamikaze 7.09 (Linux 2.6.17 - 2.6.32)",92
212.76.98.167,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",86
212.76.98.84,,"Redback Networks SmartEdge 600 router (SmartEdge OS)",80
212.76.99.177,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",86
212.79.127.172,,"Microsoft Windows Vista SP2",98
212.79.224.181,irb-268.rtr2-dtc1.as24875.net,"Juniper MX960 router (JUNOS 9.5R3.7)",95
212.79.238.4,tractest.isp-services.nl,"Linux 2.6.17 - 2.6.36",95
212.79.244.178,xe-0-0-0-vlan-606.rtr2-dtc1.as24875.net,"Juniper MX960 router (JUNOS 9.5R3.7)",98
212.82.192.187,onix-pack.sovam.net.ua,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
212.82.193.113,titan.elbit.kiev.ua,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
212.82.193.41,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
212.82.195.61,dg4.itcg.ua,"FreeBSD 7.0-RELEASE-p1 - 10.0-CURRENT",96
212.82.199.105,ll-105.199.82.212.sovam.net.ua,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
212.82.199.233,ll-233.199.82.212.sovam.net.ua,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",95
212.82.199.25,,"Epson Stylus Pro 400 printer",93
212.82.200.17,dc-ukraine-lgw.sovam.net.ua,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
212.82.201.65,ll-65.201.82.212.sovam.net.ua,"Epson Stylus Pro 400 printer",93
212.82.212.129,ll-129.212.82.212.sovam.net.ua,"Epson Stylus Pro 400 printer",93
212.82.213.41,ll-41.213.82.212.sovam.net.ua,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
212.82.216.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
212.82.244.211,vl800.acf-ds1.switch.de.clara.net,"Cisco Catalyst 2960, 3550, or 3560 switch (IOS 12.2)",99
212.87.245.98,,"Linux 2.6.31 - 2.6.35",96
212.90.10.197,ip-10-197.sn-212-90.eutelia.it,"Roku 2 XS media player (Linux 2.6.32)",99
212.90.116.2,,"Linux 2.6.32",98
212.90.125.192,,"Linksys WRV54G WAP",95
212.90.3.161,ip-3-161.sn-212-90.eutelia.it,"Cisco Catalyst 1900, 2820, 2960, 3560, 3750, 4500, or 6513 switch (IOS 12.2)",94
213.108.16.127,rb1.speedyline.ru,"Redback Networks SmartEdge 600 router (SmartEdge OS)",94
213.108.22.152,,"Linksys WRV54G WAP",96
213.109.9.200,,"Microsoft Windows XP SP2 or SP3",96
213.110.50.93,host-93.50.110.213.tomusa.ru,"FreeBSD 8.0-RELEASE",99
213.111.127.194,,"Huawei S9300 switch",97
213.130.72.214,nonwotex.Customers.netissat.net,"Linksys BEFW11S4 WAP",95
213.131.25.170,tb10.ngrid.ru,"Linux 2.6.24",98
213.133.167.106,energytel.w.customers.as13249.net,"Juniper MX960 router (JUNOS 9.5R3.7)",97
213.135.45.253,will-of-the-winds.wsisiz.edu.pl,"Linux 2.6.18",95
213.136.13.139,thailand.mijnreisoverzicht.nl,"Linux 3.2 - 3.6",95
213.136.143.46,ip-143-46.sn3.eutelia.it,"Microsoft Windows 2000 SP4",95
213.136.144.225,ip-144-225.sn3.eutelia.it,"ADSL modem: Linksys AM300, Philips CGA5722 or SNA6500, Siemens Gigaset SX541, T-Sinus 111, or USRobotics USR9111",99
213.136.145.238,ip-145-238.sn3.eutelia.it,"Belkin F6D4630-4 v1 WAP",99
213.136.170.190,ip-170-190.sn3.eutelia.it,"OpenWrt (Linux 2.4.32)",94
213.136.173.130,ip-173-130.sn3.eutelia.it,"Linksys WRV54G WAP",96
213.136.173.141,ip-173-141.sn3.eutelia.it,"Avaya G700 Telephony Media Gateway or Sun Advanced Lights Out Maganer 1.5.2 (VxWorks)",96
213.136.173.159,ip-173-159.sn3.eutelia.it,"SMC SMC7904WBRB2 wireless broadband router",99
213.136.173.192,ip-173-192.sn3.eutelia.it,"Linux 2.6.14 - 2.6.30",97
213.142.136.21,ns1.rtmedya.com,"Linux 2.6.17 - 2.6.36",95
213.142.138.235,213-142-138-235.reverse.adeox.com,"Linux 2.6.18",95
213.143.71.114,tm.213.143.71.114.nm.telemach.net,"Linux 2.4.18 - 2.4.35 (likely embedded)",96
213.144.160.82,tim-brasil-82.riodejaneiro2.rio.seabone.net,"Nintendo Wii game console",88
213.144.183.32,xe-4-0-2.parigi52.par.seabone.net,"Juniper M7i router",93
213.148.144.77,port-213-148-144-77.static.qsc.de,"Avaya G700 Telephony Media Gateway or Sun Advanced Lights Out Maganer 1.5.2 (VxWorks)",97
213.148.157.169,port-213-148-157-169.static.qsc.de,"Avaya G700 Telephony Media Gateway or Sun Advanced Lights Out Maganer 1.5.2 (VxWorks)",97
213.148.230.174,d594e6ae.dsl.concepts.nl,"Linux 2.6.16 - 2.6.28",91
213.148.230.241,d594e6f1.dsl.concepts.nl,"ZyXEL ZyWALL 2 firewall or Prestige 660HW-61 ADSL router (ZyNOS 3.62)",95
213.148.236.138,d594ec8a.static.dsl.concepts.nl,"Linux 2.6.16 - 2.6.28",91
213.148.236.99,d594ec63.static.dsl.concepts.nl,"ZyXEL ZyNOS 3.40",97
213.149.144.1,,"Linux 2.6.32 - 3.9",96
213.149.155.254,,"LifeSize video conferencing system or ShoreTel 8800 VoIP phone (Linux 2.4)",96
213.150.60.233,,"Juniper MX960 router (JUNOS 9.5R3.7)",95
213.151.35.71,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",86
213.151.51.155,,"Linux 2.6.20.6",91
213.151.56.77,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",87
213.151.60.200,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",85
213.151.62.232,,"Tandberg Codec C60 video conferencing system",88
213.151.63.138,,"Microsoft Windows XP Professional SP2",89
213.151.63.215,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",87
213.151.63.97,,"Thecus 4200 or N5500 NAS device (Linux 2.6.33)",83
213.154.229.113,baratheon.network.vrancken.eu,"DD-WRT v23 - v24-sp2 (Linux 2.4.20 - 2.4.37)",95
213.154.229.38,nsauth2.ixlhosting.nl,"DD-WRT v23 - v24-sp2 (Linux 2.4.20 - 2.4.37)",95
213.155.28.28,28.28.155.213.hosting.ua,"Microsoft Windows XP SP2 or Windows Server 2003 SP1 or SP2",97
213.155.31.246,246.31.155.213.hosting.ua,"OpenWrt White Russian 0.9 (Linux 2.4.30)",96
213.156.129.49,,"ZyXEL ES-3024A switch",92
213.158.175.104,host-213.158.175.104.tedata.net,"Linux 2.6.32 - 3.2",98
213.160.103.177,hostgw.nfmiddon.adsl.telecomplete.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
213.160.13.105,port-213-160-13-105.static.qsc.de,"Avaya G700 Telephony Media Gateway or Sun Advanced Lights Out Maganer 1.5.2 (VxWorks)",97
213.160.138.150,150-dup138.ldc.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
213.160.151.10,,"Linux 2.6.32",93
213.160.26.222,port-213-160-26-222.static.qsc.de,"Avaya G700 Telephony Media Gateway or Sun Advanced Lights Out Maganer 1.5.2 (VxWorks)",97
213.16.32.105,105_32.btc-net.bg,"Juniper M7i router",92
213.16.34.17,router.electro-sof.com,"Juniper M7i router",92
213.16.50.45,,"Juniper M7i router",92
213.167.19.1,,"Linux 2.6.32 - 3.2",95
213.169.64.113,mail.naverex.net,"FreeBSD 8.0-RELEASE",99
213.169.64.119,relay1.nav.kiev.ua,"FreeBSD 5.1",99
213.169.66.218,litvin-gate.naverex.kiev.ua,"FreeBSD 5.2.1-RELEASE",93
213.169.66.94,ukrmyaso-gate.naverex.kiev.ua,"FreeBSD 6.2-STABLE - 6.4-STABLE",93
213.169.68.138,charoitbud-gate.naverex.kiev.ua,"FreeBSD 5.2.1-RELEASE",93
213.169.68.162,diskom-gate.naverex.kiev.ua,"FreeBSD 6.2-STABLE - 6.4-STABLE",93
213.169.68.249,empty-gate.naverex.kiev.ua,"FreeBSD 5.2.1-RELEASE",94
213.169.68.253,empty-gate.naverex.kiev.ua,"FreeBSD 5.2.1-RELEASE",93
213.169.72.234,ovsiyko-gate.naverex.kiev.ua,"FreeBSD 5.2.1-RELEASE",94
213.169.72.86,susko-gate.naverex.kiev.ua,"FreeBSD 6.2-STABLE - 6.4-STABLE",93
213.169.73.38,gea1-gate.naverex.kiev.ua,"FreeBSD 5.2.1-RELEASE",94
213.169.78.170,jazzclub-gate.naverex.kiev.ua,"FreeBSD 6.0-RELEASE",94
213.169.79.54,f-injiniring-gate.naverex.kiev.ua,"FreeBSD 6.0-RELEASE",94
213.169.80.133,dernova.naverex.kiev.ua,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",99
213.169.89.191,ppp-213-169-89-191.naverex.kiev.ua,"Microsoft Windows Vista SP1 - SP2 or Windows 7",96
213.169.93.226,213-169-93-226.naverex.kiev.ua,"Comtrend CT536 wireless ADSL router",96
213.170.75.22,,"Linux 2.6.17 - 2.6.36",96
213.171.1.26,,"Netgear DG834G WAP or Western Digital WD TV media player",96
213.171.59.229,mgavm.ru,"Linux 2.6.8 - 2.6.27",92
213.172.30.161,,"Juniper M7i router",95
213.172.97.233,ge1-1-1-0.e2.mk.de,"Juniper M7i router",95
213.174.129.92,,"Linux 2.6.9 - 2.6.30",96
213.174.152.3,,"Linux 2.6.9 - 2.6.30",96
213.177.15.42,213-177-15-42.stsisp.ro,"Linux 2.6.9 - 2.6.18",89
213.177.255.82,213.177.255.82.infra-aw.griffin.net.uk,"Juniper SRX100 firewall",91
213.178.41.134,213-178-41-134.clients.smr.100megabit.ru,"Microsoft Windows Vista SP1 - SP2 or Windows 7",96
213.178.84.30,,"Linux 2.6.32 - 2.6.35",95
213.179.200.90,,"Linux 2.6.18",95
213.179.228.142,no.in-addr.arpa.vc.ukrtel.net,"Linux 2.6.22 - 2.6.36",99
213.181.215.213,adsl215-213.pool.businesstel.hu,"Linksys WRV54G WAP",96
213.184.64.153,,"FreeBSD 7.0-RELEASE-p1 - 10.0-CURRENT",96
213.186.121.171,as5971.seedbox.org.ua,"Linksys WRV54G WAP",96
213.186.122.53,213.186.122.53.utel.net.ua,"OpenWrt White Russian 0.9 (Linux 2.4.30)",95
213.187.0.19,19-0-187-213.wifi4all.it,"OpenBSD 5.2",96
213.192.80.57,,"Juniper MX960 router (JUNOS 9.5R3.7)",97
213.193.247.127,v027.procurios.net,"Linux 2.6.32 - 3.2",96
213.198.141.11,ip-141-11.sn-213-198.eutelia.it,"Roku 2 XS media player (Linux 2.6.32)",99
213.198.142.85,ip-142-85.sn-213-198.eutelia.it,"Roku 2 XS media player (Linux 2.6.32)",99
213.200.103.171,,"Linux 2.6.9 - 2.6.30",96
213.200.189.140,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",96
213.203.238.178,s04.srv-net.de,"Asus RT-AC66U router (Linux 2.6)",95
213.204.120.239,wigo-213-204-120-239.terra.net.lb,"Linksys RV042 router",91
213.204.74.211,dsl-213-204-74-211.terra.net.lb,"Linux 2.4.33 (embedded)",94
213.205.105.96,,"AXIS 210A or 211 Network Camera (Linux 2.6)",99
213.205.106.253,,"Foundry NetIron MLX switch (IronWare 3.8.0)",90
213.205.111.110,,"Foundry BigIron RX switch (IronWare 2.2.1lT157)",93
213.206.110.34,web019.wph.widexs.nl,"Microsoft Windows Server 2003 SP2",97
213.208.179.135,,"OpenWrt White Russian 0.9 (Linux 2.4.30)",91
213.208.179.164,,"Asus RT-AC66U router (Linux 2.6)",94
213.208.179.229,,"OpenWrt 0.9 - 7.09 (Linux 2.4.30 - 2.4.34)",95
213.208.183.137,,"OpenWrt White Russian 0.9 (Linux 2.4.30)",95
213.208.183.153,,"OpenWrt White Russian 0.9 (Linux 2.4.30)",95
213.208.183.197,,"Asus RT-AC66U router (Linux 2.6)",94
213.215.178.130,,"Linux 2.6.9 - 2.6.18",96
213.217.125.169,,"Avaya G700 Telephony Media Gateway or Sun Advanced Lights Out Maganer 1.5.2 (VxWorks)",97
213.218.31.219,vr102-fra3-dtag.toplink.net,"Juniper Networks ERX-700 router",95
213.218.3.177,,"Avaya G700 Telephony Media Gateway or Sun Advanced Lights Out Maganer 1.5.2 (VxWorks)",97
213.219.240.76,,"Linux 2.6.18 - 2.6.32",95
213.219.241.44,ecomo.ru,"Gemtek P360 WAP or Siemens Gigaset SE515dsl wireless broadband router",96
2.132.20.27,2.132.20.27.megaline.telecom.kz,"Linux 2.4.33 (embedded)",95
213.221.89.201,,"Avaya G700 Telephony Media Gateway or Sun Advanced Lights Out Maganer 1.5.2 (VxWorks)",97
213.222.245.167,ip-213.222.245.167.zelenaya.net,"IPFire firewall 2.11 (Linux 2.6.32)",91
213.222.251.242,ip-213.222.251.242.zelenaya.net,"Microsoft Windows Vista SP1",96
213.229.106.225,tess.ndx18.com,"Linux 2.6.32 - 3.2",95
213.229.110.22,server1.niu.com.mt,"OpenWrt White Russian 0.9 (Linux 2.4.30)",96
213.229.178.166,PIERRE-FABRE.bcn.es.colt.net,"3Com 4200G or Huawei Quidway S5600 switch",96
213.229.81.244,www.idc120.com,"Microsoft Windows Server 2003 SP2",99
213.231.43.32,213.231.43.32.pool.breezein.net,"Microsoft Windows XP Professional SP2",96
213.233.34.120,,"Linux 2.6.9 - 2.6.30",96
213.233.38.22,,"Linux 2.6.19 - 2.6.36",96
213.238.151.9,,"FreeBSD 7.1-RELEASE - 9.0-CURRENT",98
213.238.21.110,,"Linux 2.4.18",93
213.239.141.92,-,"Linux 2.6.8 - 2.6.12",95
213.239.209.35,213-239-209-35.clients.your-server.de,"Linux 2.6.9 - 2.6.33",98
213.241.157.6,IP-213-241-157-6.cust.osn.de,"Microsoft Windows 2000 SP3/SP4 or Windows XP SP1/SP2",97
213.246.245.205,,"Juniper Networks ERX-700 router",95
213.248.169.101,,"OpenWrt (Linux 2.4.32)",94
213.248.182.216,,"OpenWrt (Linux 2.4.32)",94
213.248.45.44,net6.zmaximum.ru,"Linux 2.6.18 - 2.6.32",95
213.248.84.202,tsic-ic-136742-war-b2.c.telia.net,"APC AP7900-series power distribution unit (AOS 3.x)",98
213.25.132.50,,"MikroTik RouterOS 3.17",91
213.254.230.227,,"Linux 2.6.19 - 2.6.36",96
213.27.189.12,www.edreams.net,"F5 BIG-IP 3650 Local Traffic Manager load balancer",95
213.27.228.94,,"3Com 4200G or Huawei Quidway S5600 switch",95
2.133.13.161,2.133.13.161.megaline.telecom.kz,"Linux 2.4.33 (embedded)",96
213.33.190.105,,"OpenWrt (Linux 2.4.32)",94
213.33.208.149,213.33.208.149.moscow.sovintel.ru,"Juniper Networks M10 or M320 router (JUNOS 7.4R3.4)",94
213.33.228.5,,"Juniper Networks J2320 or MX5-T router; or EX2200, EX3200, EX4200, or EX8200 switch (JUNOS 8.5 - 11.2)",95
213.43.160.29,,"Microsoft Windows XP Professional SP2",97
213.46.163.90,fr-par02a-ra2-ge-0-0-0_0.aorta.net,"Juniper MX960 router (JUNOS 9.5R3.7)",96
213.5.104.137,,"Linux 2.6.24 - 2.6.36",96
213.5.110.66,,"Linux 2.6.32 - 2.6.35",95
213.5.184.40,adsl-40.184.5.213.i-52.ru,"FreeBSD 7.0-RELEASE-p2 - 7.1-PRERELEASE",97
213.5.185.194,adsl-194.185.5.213.i-52.ru,"FreeBSD 8.0-RELEASE",98
213.5.188.126,adsl-126.188.5.213.i-52.ru,"FreeBSD 8.0-RELEASE",98
213.5.188.170,adsl-170.188.5.213.i-52.ru,"FreeBSD 8.0-RELEASE",98
213.5.188.83,adsl-83.188.5.213.i-52.ru,"FreeBSD 8.0-RELEASE",98
213.5.199.177,,"Vyatta (Linux 3.0.23)",94
213.5.24.146,,"Linux 2.6.32 - 2.6.36",96
2.136.103.169,169.Red-2-136-103.dynamicIP.rima-tde.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
2.136.24.16,16.Red-2-136-24.dynamicIP.rima-tde.net,"Comtrend CT536 wireless ADSL router",99
2.137.122.115,115.Red-2-137-122.dynamicIP.rima-tde.net,"Comtrend CT536 wireless ADSL router",98
2.137.195.72,72.Red-2-137-195.dynamicIP.rima-tde.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
2.137.48.28,28.Red-2-137-48.dynamicIP.rima-tde.net,"Comtrend CT536 wireless ADSL router",98
213.80.205.195,pppoe-213-80-205-195-dyn-srv.volgaline.ru,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
213.80.220.180,pppoe-213-80-220-180-dyn-srv.volgaline.ru,"Microsoft Windows XP SP2 or SP3",96
2.138.150.85,85.Red-2-138-150.dynamicIP.rima-tde.net,"ZyXEL ZyNOS 3.40",97
2.138.226.155,155.Red-2-138-226.dynamicIP.rima-tde.net,"Comtrend CT536 wireless ADSL router",98
213.83.21.13,,"HP P2000 G3 NAS device",89
213.83.21.16,,"HP P2000 G3 NAS device",89
213.83.21.20,,"Linux 2.6.35",87
213.83.49.149,,"Microsoft Windows XP SP2 or Windows Server 2003 SP1 or SP2",97
213.83.49.43,,"Linux 2.6.35",87
213.83.49.45,,"Linux 2.6.35",87
213.85.146.81,,"Alcatel-Lucent 7750 Service Router (SR OS 9.0.R9)",94
213.85.16.175,host-175-16-85-213.cnt.ru,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
2.138.53.58,58.Red-2-138-53.dynamicIP.rima-tde.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
213.85.88.113,,"Juniper Networks ERX-700 router",95
213.91.165.29,29-165.btc-net.bg,"Juniper Networks J2320 or MX5-T router; or EX2200, EX3200, EX4200, or EX8200 switch (JUNOS 8.5 - 11.2)",92
213.91.165.41,41-165.btc-net.bg,"Juniper Networks J2320 or MX5-T router; or EX2200, EX3200, EX4200, or EX8200 switch (JUNOS 8.5 - 11.2)",92
213.91.202.225,225_202.btc-net.bg,"Juniper M7i router",92
213.91.205.126,,"Roku 2 XS media player (Linux 2.6.32)",91
213.91.218.197,197-218.btc-net.bg,"Linux 2.6.15 - 2.6.27",95
213.95.21.192,alles.schreckli.ch,"Tomato 1.28 (Linux 2.4.20)",96
216.104.190.197,artstufflauren.com,"Linux 2.6.9 - 2.6.33",98
216.105.92.104,,"Linux 2.6.19 - 2.6.36",96
216.105.92.199,,"Linux 2.6.9 - 2.6.33",96
216.12.24.61,metroe.ntelos.helixsystems.com,"Cisco Catalyst 2960, 3560, or 6500 switch (IOS 12.2)",95
216.153.221.106,host-216-153-221-106.pro.choiceone.net,"Adtran NetVanta 1224R router",95
216.155.59.228,sat228.800getdish.com,"Apple Mac OS X 10.7.0 - 10.7.5 (Lion) (Darwin 11.0.0 - 11.4.2)",97
216.155.61.62,click.yardfest.net,"Apple Mac OS X 10.7.0 - 10.7.5 (Lion) (Darwin 11.0.0 - 11.4.2)",97
216.160.81.44,,"Linux 2.6.14 - 2.6.30",97
216.246.33.230,unknown.scnet.net,"Linux 2.6.13 - 2.6.32",96
216.246.75.129,unknown.scnet.net,"Linux 2.6.32 - 3.2",98
216.253.176.57,,"Adtran MX2800 multiplexer",92
216.254.136.28,wincom-01.primus.ca,"F5 BIG-IP 3650 Local Traffic Manager load balancer",92
216.254.136.56,www.calltweet.com,"F5 BIG-IP 3650 Local Traffic Manager load balancer",96
216.59.240.52,node-52.tor.pppoe.execulink.com,"OpenWrt (Linux 2.4.32)",94
216.64.141.102,216-64-141-102.static.twtelecom.net,"Microsoft Windows Server 2003 SP2",95
216.67.245.163,,"Linux 2.6.9 - 2.6.30",96
216.84.69.169,,"Fujian Ruijie Star-S2800 switch",95
216.85.124.169,,"Fujian Ruijie Star-S2800 switch",95
216.93.143.133,,"Foundry NetIron MLX switch (IronWare 3.8.0)",97
216.98.224.2,cactus-mos-id-3-1-1.turbonet.com,"Dell PowerConnect 6248, Enterasys C3 C3G124 or Netgear GSM7328Sv2 switch",96
217.110.142.129,ad96e8e81.dsl.de.colt.net,"Juniper Networks ERX-700 router",98
217.110.196.1,ad96ec401.dsl.de.colt.net,"Juniper Networks ERX-700 router",95
217.111.170.105,,"Avaya G700 Telephony Media Gateway or Sun Advanced Lights Out Maganer 1.5.2 (VxWorks)",97
217.111.222.78,,"3Com 4200G or Huawei Quidway S5600 switch",96
217.113.144.73,do-azoty.pulman.pl,"Juniper Networks J2320 or MX5-T router; or EX2200, EX3200, EX4200, or EX8200 switch (JUNOS 8.5 - 11.2)",97
217.114.100.49,rev-49-100.virtu.nl,"Brocade TurboIron 24X switch",97
217.114.210.38,h-217.114.210.38.keyweb.de,"Linksys WRV54G WAP",96
217.114.211.160,h-217.114.211.160.keyweb.de,"Linux 2.6.32 - 2.6.36",96
217.114.211.167,h-217.114.211.167.keyweb.de,"Linux 2.6.32 - 2.6.36",96
217.114.221.242,h-217.114.221.242.keyweb.de,"Microsoft Windows Vista SP2",97
217.114.32.129,,"FreeBSD 6.1-RELEASE - 6.2",97
217.115.193.203,c03.dcg.cams.nxs.nl,"AXIS 206 Network Camera",98
217.115.198.131,service.notfound.nl,"Linux 2.6.18 (CentOS 5)",96
217.115.201.106,cluster14.e-active.nl,"Gemtek P360 WAP or Siemens Gigaset SE515dsl wireless broadband router",96
217.115.201.98,pdu1.e-active.nl,"HP LaserJet 2600n printer",97
217.11.62.136,136.62.11.217.in-addr.arpa.manitu.net,"Linux 2.6.32 - 2.6.36",96
217.116.53.1,,"Linux 3.2 - 3.6",92
217.118.27.86,static-ip-217-118-27-86.inaddr.ip-pool.com,"Linux 2.6.13 - 2.6.32",97
217.119.0.1,,"OpenBSD 3.9 - 4.4",94
217.119.11.1,v1001-b0.polonium.box.nl,"OpenBSD 3.9 - 4.4",94
217.119.15.121,e0-v1005-b0.polonium.box.nl,"OpenBSD 3.9 - 4.4",94
217.119.1.51,,"Linux 2.6.18",92
217.12.244.130,host-130.217-12-244.rr.net21.ru,"Microsoft Windows XP SP3 or Small Business Server 2003",85
217.12.246.165,mail-gw01.m35.ru,"Linux 2.6.27",99
217.131.243.103,asy217103.as131243.sol.superonline.com,"Linksys WRV54G WAP",97
217.13.211.133,serdi-gw.kmv.ru,"Redback Networks SmartEdge router (SmartEdge OS 5.0)",95
217.14.118.90,,"Netgear DG834G WAP or Western Digital WD TV media player",96
217.14.121.81,,"Linux 2.6.19 - 2.6.36",96
217.145.83.196,UNNAMED.varna.net,"Linksys BEFSR41 or RT31P2 router, or WRK54G WAP",96
217.146.10.222,,"OpenWrt White Russian 0.9 (Linux 2.4.30)",97
217.146.113.101,ip-217.146.113.101.merula.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
