IP,"Reverse DNS","Best-guess OS fingerprint","OS guess accuracy"
78.188.12.3,78.188.12.3.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.188.13.150,78.188.13.150.dynamic.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.188.14.187,78.188.14.187.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.188.15.45,78.188.15.45.dynamic.ttnet.com.tr,"AVM FRITZ!Box FON WLAN 7050, Linksys WAG200G, or Netgear DG834GT wireless broadband router",89
78.188.15.219,78.188.15.219.dynamic.ttnet.com.tr,"D-Link DWL-624+ or DWL-2000AP, or TRENDnet TEW-432BRP WAP",87
78.188.28.231,78.188.28.231.static.ttnet.com.tr,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",97
78.188.28.237,78.188.28.237.static.ttnet.com.tr,"Linksys WRV54G WAP",96
78.188.39.155,78.188.39.155.static.ttnet.com.tr,"Linksys RV042 router",88
78.188.59.232,78.188.59.232.static.ttnet.com.tr,"AVM FRITZ!Box FON WLAN 7170 WAP (Linux 2.6.13)",88
78.188.102.171,78.188.102.171.static.ttnet.com.tr,"Linux 2.6.15 - 2.6.27",97
78.188.103.202,78.188.103.202.static.ttnet.com.tr,"Linux 2.6.9",94
78.188.105.62,78.188.105.62.static.ttnet.com.tr,"Linksys WRV54G WAP",96
78.188.108.166,78.188.108.166.static.ttnet.com.tr,"ZyXEL ZyWALL 2 firewall or Prestige 660HW-61 ADSL router (ZyNOS 3.62)",98
78.188.131.26,78.188.131.26.static.ttnet.com.tr,"ZyXEL Prestige 600-series ADSL router",97
78.188.137.75,78.188.137.75.static.ttnet.com.tr,"Linksys RV042 router",88
78.188.137.90,78.188.137.90.static.ttnet.com.tr,"OpenWrt (Linux 2.4.32)",94
78.188.137.174,78.188.137.174.static.ttnet.com.tr,"Linux 2.4.33 (embedded)",99
78.188.138.32,78.188.138.32.static.ttnet.com.tr,"Linksys RV042 router",96
78.188.138.34,78.188.138.34.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.188.138.148,78.188.138.148.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.188.141.158,78.188.141.158.static.ttnet.com.tr,"Linksys RV042 router",97
78.188.150.147,78.188.150.147.static.ttnet.com.tr,"Linksys WRV54G WAP",97
78.188.164.126,78.188.164.126.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",96
78.188.168.99,78.188.168.99.static.ttnet.com.tr,"ZyXEL ZyWALL 2 firewall or Prestige 660HW-61 ADSL router (ZyNOS 3.62)",98
78.188.172.8,78.188.172.8.static.ttnet.com.tr,"Linksys WRV54G WAP",96
78.188.174.27,78.188.174.27.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.188.183.22,78.188.183.22.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.188.186.240,78.188.186.240.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.188.200.145,78.188.200.145.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.188.215.232,78.188.215.232.static.ttnet.com.tr,"Linux 2.6.15 - 2.6.27",97
78.188.217.249,78.188.217.249.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.189.39.163,78.189.39.163.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.189.47.87,78.189.47.87.dynamic.ttnet.com.tr,"F5 BIG-IP Local Traffic Manager load balancer",91
78.189.59.192,78.189.59.192.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.189.104.206,78.189.104.206.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.189.114.61,78.189.114.61.static.ttnet.com.tr,"Linksys WRV54G WAP",97
78.189.117.128,78.189.117.128.dynamic.ttnet.com.tr,"ZyXEL ZyWALL 2 firewall or Prestige 660HW-61 ADSL router (ZyNOS 3.62)",98
78.189.147.226,78.189.147.226.static.ttnet.com.tr,"Acorp W400G or W422G wireless ADSL modem (MontaVista embedded Linux 2.4.17)",91
78.189.204.8,78.189.204.8.static.ttnet.com.tr,"Linksys RV042 router",96
78.189.209.30,78.189.209.30.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",96
78.189.218.155,78.189.218.155.static.ttnet.com.tr,"MontaVista embedded Linux 2.4.17",91
78.189.229.184,78.189.229.184.static.ttnet.com.tr,"Linux 2.6.14 - 2.6.30",97
78.189.240.82,78.189.240.82.dynamic.ttnet.com.tr,"Microsoft Windows Server 2003 SP1 or SP2",95
78.190.50.105,78.190.50.105.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.190.52.179,78.190.52.179.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.190.103.175,78.190.103.175.dynamic.ttnet.com.tr,"Linksys RV042 router",96
78.190.104.22,78.190.104.22.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.190.114.148,78.190.114.148.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.190.146.160,78.190.146.160.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.190.194.5,78.190.194.5.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.190.194.59,78.190.194.59.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.190.199.12,78.190.199.12.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.190.200.231,78.190.200.231.dynamic.ttnet.com.tr,"Linksys WRV54G WAP",97
78.190.202.235,78.190.202.235.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.190.215.224,78.190.215.224.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.190.218.165,78.190.218.165.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.190.218.221,78.190.218.221.dynamic.ttnet.com.tr,"Linux 2.6.15 - 2.6.27",97
78.190.218.230,78.190.218.230.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.190.250.17,78.190.250.17.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.1.200,78.191.1.200.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.10.123,78.191.10.123.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.14.132,78.191.14.132.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.38.102,78.191.38.102.dynamic.ttnet.com.tr,"Meru MC1000 wireless LAN controller",91
78.191.67.162,78.191.67.162.dynamic.ttnet.com.tr,"Linksys RV042 router",96
78.191.80.216,78.191.80.216.dynamic.ttnet.com.tr,"Huawei SmartAX MT800u-T ADSL router, NexStor Nexsan ATABoy2x NAS device, ZyXEL ES-4024A switch, or ZyXEL Prestige 650HW or 660HW ADSL router",96
78.191.84.16,78.191.84.16.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.86.10,78.191.86.10.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.88.111,78.191.88.111.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.101.20,78.191.101.20.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.131.210,78.191.131.210.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.137.91,78.191.137.91.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.143.114,78.191.143.114.dynamic.ttnet.com.tr,"3Com NBX 100 VoIP adapter (VxWorks)",96
78.191.147.104,78.191.147.104.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.157.17,78.191.157.17.dynamic.ttnet.com.tr,"Meru MC1000 wireless LAN controller",91
78.191.236.114,78.191.236.114.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.241.242,78.191.241.242.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.248.147,78.191.248.147.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.249.33,78.191.249.33.dynamic.ttnet.com.tr,"Linksys RV042 router",97
78.191.251.145,78.191.251.145.dynamic.ttnet.com.tr,"Linux 2.4.33 (embedded)",99
79.1.135.156,host156-135-dynamic.1-79-r.retail.telecomitalia.it,"Dell Remote Access Controller (DRAC 5)",88
79.19.248.122,host122-248-dynamic.19-79-r.retail.telecomitalia.it,"OpenWrt (Linux 2.4.32)",94
79.41.170.169,host169-170-dynamic.41-79-r.retail.telecomitalia.it,"Microsoft Windows 2000 SP2 - SP4, Windows XP SP2 - SP3, or Windows Server 2003 SP0 - SP2",95
79.98.161.184,,"Juniper M7i router",94
79.98.165.184,79-98-165-184.virtual1.co.uk,"Juniper M7i router",95
79.98.167.166,stone-london.virtual1.co.uk,"Juniper Networks J2320 or MX5-T router; or EX2200, EX3200, EX4200, or EX8200 switch (JUNOS 8.5 - 11.2)",97
79.99.131.48,hosted.by.pcextreme,"Netasq U70 firewall",94
79.99.132.237,hosted.by.pcextreme,"Linux 2.6.9 - 2.6.33",96
79.99.133.5,srv01.exdeliver.nl,"Linux 2.6.17 - 2.6.36",96
79.99.133.11,hosted.by.pcextreme,"Comtrend CT536 wireless ADSL router",98
79.99.134.43,spamfilter01.spamloos.nu,"Linux 2.6.32 - 2.6.35",95
79.99.135.71,host11.pweb.be,"Linux 2.6.8 - 2.6.27",96
79.99.135.73,host13.pweb.be,"Linux 2.6.9 - 2.6.27",96
79.100.4.109,79-100-4-109.btc-net.bg,"Linux 2.6.14 - 2.6.30",94
79.100.9.102,79-100-9-102.btc-net.bg,"Linux 2.6.14 - 2.6.30",97
79.100.16.224,79-100-16-224.btc-net.bg,"Linux 2.6.14 - 2.6.30",97
79.100.33.76,79-100-33-76.btc-net.bg,"Linux 2.6.14 - 2.6.30",97
79.100.33.79,79-100-33-79.btc-net.bg,"Linux 2.6.14 - 2.6.30",97
79.100.46.183,79-100-46-183.btc-net.bg,"Linux 2.6.14 - 2.6.30",97
79.100.47.68,79-100-47-68.btc-net.bg,"Linux 2.6.14 - 2.6.30",97
79.100.68.215,79-100-68-215.btc-net.bg,"Linux 2.6.14 - 2.6.30",97
79.100.72.153,79-100-72-153.btc-net.bg,"Linux 2.6.14 - 2.6.30",97
79.100.82.251,79-100-82-251.btc-net.bg,"Linux 2.6.14 - 2.6.30",97
79.100.163.167,79-100-163-167.btc-net.bg,"Microsoft Windows XP Professional SP2 - SP3",91
79.100.183.230,79-100-183-230.btc-net.bg,"Linux 2.6.14 - 2.6.30",97
79.100.186.164,79-100-186-164.btc-net.bg,"Linux 2.6.15 - 2.6.27",99
79.100.189.53,79-100-189-53.btc-net.bg,"Linux 2.6.14 - 2.6.30",97
79.100.248.195,,"Linux 2.6.14 - 2.6.30",97
79.100.252.154,,"Linux 2.6.14 - 2.6.30",97
79.105.101.204,,"Linux 2.6.14 - 2.6.30",97
79.110.87.41,s1107.gfsrv.net,"OpenWrt Kamikaze 8.09 (Linux 2.4.35.4)",95
79.110.87.207,kvm235.aixitng7.gfsrv.net,"Linux 2.6.32",93
79.110.90.118,s310.gfsrv.net,"Linux 2.6.32",95
79.110.90.151,s366.gfsrv.net,"Linux 2.6.32",96
79.110.91.59,s605.gfsrv.net,"Linux 2.6.31",96
79.110.135.88,s-79-110-135-88.under.net.ua,"Microsoft Windows XP SP2 or SP3",96
79.112.14.169,79-112-14-169.iasi.fiberlink.ro,"Linux 2.4.33 (embedded)",97
79.112.42.105,79-112-42-105.iasi.fiberlink.ro,"Linux 2.4.33 (embedded)",96
79.112.55.127,79-112-55-127.iasi.fiberlink.ro,"Linux 2.4.33 (embedded)",97
79.112.62.184,79-112-62-184.iasi.fiberlink.ro,"Linux 2.4.33 (embedded)",94
79.112.86.58,79-112-86-058.iasi.fiberlink.ro,"Linux 2.4.33 (embedded)",96
79.112.91.148,79-112-91-148.iasi.fiberlink.ro,"Microsoft Windows Vista SP2",98
79.112.111.6,79-112-111-006.iasi.fiberlink.ro,"Microsoft Windows Vista SP2",98
79.112.113.130,79-112-113-130.iasi.fiberlink.ro,"Linux 2.4.33 (embedded)",99
79.112.158.133,79-112-158-133.rdsnet.ro,"Microsoft Windows XP SP2 - SP3",96
79.112.178.42,79-112-178-42.rdsnet.ro,"Microsoft Windows XP SP2 or SP3",95
79.112.194.91,79-112-194-91.rdsnet.ro,"Linux 2.4.33 (embedded)",96
79.112.201.52,79-112-201-52.rdsnet.ro,"Microsoft Windows XP SP2 or SP3",96
79.112.202.239,79-112-202-239.rdsnet.ro,"Linux 2.6.9 - 2.6.30",96
79.113.6.26,79-113-6-26.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.113.43.63,79-113-43-63.rdsnet.ro,"Linux 2.4.33 (embedded)",96
79.113.44.27,79-113-44-27.rdsnet.ro,"Linux 2.6.15 - 2.6.27",99
79.113.137.40,79-113-137-40.rdsnet.ro,"Microsoft Windows XP SP2 or SP3, or Windows Embedded Standard 2009",96
79.113.139.140,79-113-139-140.rdsnet.ro,"Microsoft Windows XP SP2 or SP3, or Windows Embedded Standard 2009",94
79.113.176.248,79-113-176-248.rdsnet.ro,"Microsoft Windows 7 SP0 - SP1, Windows Server 2008 SP1, or Windows 8",96
79.113.190.168,79-113-190-168.rdsnet.ro,"Microsoft Windows Vista SP2",99
79.113.233.27,79-113-233-27.rdsnet.ro,"Microsoft Windows Vista SP2",97
79.113.236.210,79-113-236-210.rdsnet.ro,"Microsoft Windows Vista SP2",97
79.113.246.237,79-113-246-237.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.114.38.72,79-114-38-72.rdsnet.ro,"Linux 2.4.33 (embedded)",98
79.114.51.241,79-114-51-241.rdsnet.ro,"Linux 2.4.33 (embedded)",96
79.114.74.80,79-114-74-80.rdsnet.ro,"Linux 2.4.33 (embedded)",96
79.114.82.129,79-114-82-129.rdsnet.ro,"Linux 2.4.33 (embedded)",96
79.114.101.132,79-114-101-132.rdsnet.ro,"Microsoft Windows Vista SP2",96
79.114.128.123,79-114-128-123.rdsnet.ro,"Microsoft Windows XP SP2 or SP3",96
79.114.131.154,79-114-131-154.rdsnet.ro,"Microsoft Windows XP SP2 or SP3",96
79.114.131.216,79-114-131-216.rdsnet.ro,"Linux 2.4.33 (embedded)",97
79.114.192.201,79-114-192-201.dynamic.brasov.rdsnet.ro,"Linksys WRV54G WAP",96
79.114.192.206,79-114-192-206.dynamic.brasov.rdsnet.ro,"Microsoft Windows Vista SP2",99
79.114.248.211,79-114-248-211.rdsnet.ro,"D-Link DVG-5112S or DVG-6004S VoIP adapter",96
79.115.8.119,79-115-8-119.rdsnet.ro,"Linux 2.4.33 (embedded)",96
79.115.11.52,79-115-11-52.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.115.26.19,79-115-26-19.rdsnet.ro,"Cisco 2900-series, 3650, or 3750 switch; 6509 or 7206VXR router; or uBR925 or uBR7111 cable modem (IOS 12.1 - 12.2)",99
79.115.60.229,79-115-60-229.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.115.62.152,79-115-62-152.rdsnet.ro,"Linux 2.4.33 (embedded)",96
79.115.63.128,79-115-63-128.rdsnet.ro,"Linux 2.4.33 (embedded)",96
79.115.81.32,79-115-81-32.rdsnet.ro,"Linux 2.4.33 (embedded)",96
79.115.103.85,79-115-103-85.rdsnet.ro,"Linux 2.4.33 (embedded)",98
79.115.124.195,79-115-124-195.rdsnet.ro,"Microsoft Windows Vista SP2",97
79.115.183.50,79-115-183-50.rdsnet.ro,"Microsoft Windows 7 or Windows Server 2008 R2",94
79.116.21.189,79-116-21-189.rdsnet.ro,"Microsoft Windows XP SP2 or SP3",96
79.116.35.169,79-116-35-169.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.116.44.111,79-116-44-111.rdsnet.ro,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
79.116.91.57,79-116-91-57.rdsnet.ro,"Microsoft Windows Server 2008 SP1",96
79.116.102.229,79-116-102-229.rdsnet.ro,"Microsoft Windows Vista SP2",97
79.116.137.43,43-137-116-79.mioveni.rdsnet.ro,"Microsoft Windows Vista SP2",97
79.116.224.66,79-116-224-66.dynamic.brasov.rdsnet.ro,"Microsoft Windows Server 2008 SP1",96
79.116.229.203,79-116-229-203.dynamic.brasov.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.116.239.87,79-116-239-87.dynamic.brasov.rdsnet.ro,"Linux 2.4.33 (embedded)",96
79.116.245.178,79-116-245-178.dynamic.brasov.rdsnet.ro,"Microsoft Windows XP SP2 or SP3, or Windows Embedded Standard 2009",95
79.117.32.12,79-117-32-12.rdsnet.ro,"Linux 2.4.33 (embedded)",96
79.117.45.152,79-117-45-152.rdsnet.ro,"Linux 2.4.33 (embedded)",95
79.117.91.2,79-117-91-2.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.117.101.212,79-117-101-212.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.117.106.120,79-117-106-120.rdsnet.ro,"Microsoft Windows Vista SP2",97
79.117.161.84,d-79-117-161-84.craiova.rdsnet.ro,"Microsoft Windows Vista SP2",99
79.117.167.208,79-117-167-208.rdsnet.ro,"Microsoft Windows XP SP2 or Windows Server 2003 SP2",96
79.117.184.97,79-117-184-97.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.117.228.92,79-117-228-92.rdsnet.ro,"Linux 2.4.33 (embedded)",97
79.117.253.8,79-117-253-8.rdsnet.ro,"Planet ATA-150S VoIP adapter",98
79.118.35.77,79-118-35-77.rdsnet.ro,"Microsoft Windows XP SP2 or SP3",96
79.118.58.52,79-118-58-52.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.118.141.100,100-141-118-79.targoviste.rdsnet.ro,"Microsoft Windows Vista SP2",97
79.118.212.131,131-212-118-79.static.pitesti.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.118.232.237,237-232-118-79.static.pitesti.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.118.240.137,137-240-118-79.fiberlink.rdspt.ro,"Comtrend 5361 ADSL router",97
79.118.245.190,,"Microsoft Windows Vista SP2",98
79.118.249.159,159-249-118-79.fiberlink.rdspt.ro,"Microsoft Windows Server 2003 SP2",96
79.119.39.13,79-119-39-13.rdsnet.ro,"Microsoft Windows XP SP2 or SP3",96
79.119.41.182,79-119-41-182.rdsnet.ro,"OpenWrt White Russian 0.9 (Linux 2.4.30)",98
79.119.56.95,79-119-56-95.rdsnet.ro,"Secure Computing SG550 firewall (Linux 2.4.31)",94
79.119.148.31,79-119-148-31.rdsnet.ro,"Linux 2.6.15 - 2.6.27",99
79.119.164.143,79-119-164-143.rdsnet.ro,"HTC Touch mobile phone (Windows Mobile 6)",95
79.119.167.216,79-119-167-216.rdsnet.ro,"Microsoft Windows Server 2008 R2",94
79.119.174.180,79-119-174-180.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.119.175.190,79-119-175-190.rdsnet.ro,"Microsoft Windows XP SP2 or SP3",96
79.119.216.6,79-119-216-6.rdsnet.ro,"Dell Integrated Remote Access Controller (iDRAC5)",92
79.119.216.86,79-119-216-86.rdsnet.ro,"Microsoft Windows Vista SP2",98
79.120.164.173,79.120.164.173.pool.invitel.hu,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
79.121.202.65,unknown.griffin.com,"Huawei SmartAX MT800u-T ADSL router, NexStor Nexsan ATABoy2x NAS device, ZyXEL ES-4024A switch, or ZyXEL Prestige 650HW or 660HW ADSL router",95
79.122.147.135,,"VBrick 4300 video encoder",91
79.122.147.253,,"VBrick 4300 video encoder",92
79.122.186.69,,"VBrick 4300 video encoder",89
79.122.188.25,,"Linksys WAP11 WAP; or Cameo SOHO-IS104A or SMC SMCWBR14-G or SMC2804WBR broadband router",93
79.124.1.33,ip-1-33.powernet.bg,"Linux 2.6.19 - 2.6.36",96
79.124.29.133,,"Microsoft Windows XP SP2 or Windows Server 2003 SP1 or SP2",93
79.124.29.171,,"Microsoft Windows XP SP2 or Windows Server 2003 SP1 or SP2",97
79.126.101.80,,"Microsoft Windows XP SP2 or SP3",96
79.126.123.201,,"Juniper MX960 router (JUNOS 9.5R3.7)",95
79.126.123.242,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",97
79.126.125.142,,"H3C E126A or S3100-8T-SI switch (Comware 3.10)",97
79.126.125.228,,"Juniper MX960 router (JUNOS 9.5R3.7)",95
79.126.229.83,,"Belkin F6D4630-4 v1 WAP",99
79.132.11.157,vlan-132-11-157.comnet.bg,"Linux 2.4.33 (embedded)",93
79.132.11.176,vlan-132-11-176.comnet.bg,"Linux 2.4.33 (embedded)",97
79.132.30.88,sofia-30.88.comnet.bg,"Linux 2.6.15 - 2.6.27",99
79.132.31.233,sofia-31.233.comnet.bg,"Linux 2.6.9 - 2.6.27",94
79.133.34.162,,"Netgear DG834G WAP or Western Digital WD TV media player",96
79.133.42.10,,"Linux 2.6.17 - 2.6.36",97
79.133.42.16,,"Linux 2.6.17 - 2.6.36",97
79.133.42.60,,"Linux 2.6.17 - 2.6.36",97
79.133.42.176,,"Linux 2.6.17 - 2.6.36",97
79.133.134.248,248.134.133.79.chtts.ru,"Microsoft Windows XP SP2 or SP3",96
79.133.138.170,170.138.133.79.chtts.ru,"Microsoft Windows Vista SP2",99
79.133.199.188,,"Linux 2.6.32 - 3.9",92
79.134.129.5,,"D-Link DVG-5112S or DVG-6004S VoIP adapter",96
79.134.145.98,gw98-145.jcsfiberlink.net,"Redback Networks SmartEdge 600 router (SmartEdge OS)",90
79.134.157.130,gw130-157.jcsfiberlink.net,"D-Link DVG-5112S or DVG-6004S VoIP adapter",96
79.135.206.16,,"Microsoft Windows Server 2008 SP1",96
79.140.15.114,79-140-15-114.broadband.tenet.odessa.ua,"Linux 2.4.33 (embedded)",97
79.140.95.76,,"Linux 2.6.32 - 3.2",95
79.141.173.67,,"FreeBSD 7.0-BETA4 - 7.0",98
79.141.244.154,ag-244-154.sta.ji.cz,"Linux 2.6.24",91
79.141.244.220,ag-244-220.sta.ji.cz,"DD-WRT (Linux 2.6.23, MIPS)",90
79.141.245.20,ag-245-20.sta.ji.cz,"Linksys NAS200 NAS device",91
79.141.245.42,ag-245-42.sta.ji.cz,"Linksys NAS200 NAS device",91
79.141.248.129,ag-248-129.sta.ji.cz,"Linksys NAS200 NAS device",91
79.141.250.204,ag-250-204.sta.ji.cz,"Linux 2.6.24",90
79.141.254.115,ag-254-115.sta.ji.cz,"Linux 2.6.35",91
79.141.255.235,ag-255-235.sta.ji.cz,"Linksys NAS200 NAS device",91
79.142.35.151,,"OpenWrt (Linux 2.4.32)",94
79.142.85.181,vi-xx-0815.MXK7.spb.obit.ru,"Juniper MX960 router (JUNOS 9.5R3.7)",97
79.142.87.33,79-142-87-33.obit.ru,"FreeBSD 6.3-RELEASE",99
79.142.87.161,79-142-87-161.obit.ru,"FreeNAS 0.686 (FreeBSD 6.2-RELEASE) or VMware ESXi Server 3.0 - 4.0",96
79.142.89.149,79-142-89-149.obit.ru,"FreeBSD 8.0-RELEASE",99
79.142.100.21,,"FreeBSD 7.0-RELEASE-p2 - 7.1-PRERELEASE",96
79.142.101.18,,"Juniper Networks J2320 or MX5-T router; or EX2200, EX3200, EX4200, or EX8200 switch (JUNOS 8.5 - 11.2)",97
79.143.33.46,79.143.33.46.vntp.net,"Juniper M7i router",95
79.143.68.41,,"Huawei SmartAX MT800u-T ADSL router, NexStor Nexsan ATABoy2x NAS device, ZyXEL ES-4024A switch, or ZyXEL Prestige 650HW or 660HW ADSL router",95
79.143.74.89,,"Juniper MX960 router (JUNOS 9.5R3.7)",95
79.143.75.97,,"Juniper MX960 router (JUNOS 9.5R3.7)",95
79.143.79.209,,"Juniper MX960 router (JUNOS 9.5R3.7)",95
79.144.119.249,249.Red-79-144-119.dynamicIP.rima-tde.net,"Comtrend CT536 wireless ADSL router",98
79.144.211.126,126.Red-79-144-211.dynamicIP.rima-tde.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
79.145.206.46,46.Red-79-145-206.dynamicIP.rima-tde.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",95
79.147.59.243,243.Red-79-147-59.dynamicIP.rima-tde.net,"Comtrend CT536 wireless ADSL router",99
79.147.112.66,66.Red-79-147-112.dynamicIP.rima-tde.net,"Comtrend CT536 wireless ADSL router",98
79.147.187.211,211.Red-79-147-187.dynamicIP.rima-tde.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
79.147.192.72,72.Red-79-147-192.dynamicIP.rima-tde.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
79.148.117.96,96.Red-79-148-117.staticIP.rima-tde.net,"Samsung LE32B651 TV",91
79.148.217.9,9.Red-79-148-217.dynamicIP.rima-tde.net,"Linux 2.6.14 (ASPLinux 11)",95
79.148.223.252,252.Red-79-148-223.dynamicIP.rima-tde.net,"Linux 2.6.14 (ASPLinux 11)",95
79.150.254.218,218.Red-79-150-254.dynamicIP.rima-tde.net,"Comtrend CT536 wireless ADSL router",98
79.151.6.193,193.Red-79-151-6.dynamicIP.rima-tde.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
79.154.24.222,222.Red-79-154-24.dynamicIP.rima-tde.net,"ADSL router: Huawei MT800u-T; or ZyXEL Prestige 623ME-T1, 643, 662HW-61, 782, or 2602R-61",96
79.155.244.181,181.Red-79-155-244.dynamicIP.rima-tde.net,"Comtrend 5361 ADSL router",99
79.159.232.37,37.Red-79-159-232.staticIP.rima-tde.net,"Comtrend CT536 wireless ADSL router",99
79.163.232.28,public59420.xdsl.centertel.pl,"OpenWrt White Russian 0.9 (Linux 2.4.30)",92
79.170.91.9,vps6673.xlshosting.net,"Linux 2.6.18 (CentOS 5.4)",97
79.171.122.237,mercury-bank-237.maxnet.ua,"Gemtek P360 WAP or Siemens Gigaset SE515dsl wireless broadband router",96
79.173.65.205,,"Microsoft Windows XP SP2 or SP3",95
79.173.197.70,79.173.x.70.go.com.jo,"Linux 2.4.33 (embedded)",96
79.173.218.20,79.173.x.20.go.com.jo,"Linux 2.4.33 (embedded)",96
79.175.2.67,67.2.175.79spb.ptl.ru,"DD-WRT v23 - v24-sp2 (Linux 2.4.20 - 2.4.37)",95
79.180.144.25,bzq-79-180-144-25.red.bezeqint.net,"Linux 2.4.33 (embedded)",96
79.181.112.127,bzq-79-181-112-127.red.bezeqint.net,"Linux 2.4.33 (embedded)",96
79.185.129.76,adpv76.neoplus.adsl.tpnet.pl,"OpenWrt (Linux 2.4.32)",94
79.185.244.127,adug127.neoplus.adsl.tpnet.pl,"OpenWrt (Linux 2.4.32)",94
79.186.202.166,aehu166.neoplus.adsl.tpnet.pl,"OpenWrt (Linux 2.4.32)",94
79.187.249.202,hjp202.internetdsl.tpnet.pl,"Linux 2.6.13 - 2.6.32",96
79.189.206.205,ihy205.internetdsl.tpnet.pl,"Linux 2.6.32",95
79.191.223.31,aesp31.neoplus.adsl.tpnet.pl,"OpenWrt (Linux 2.4.32)",94
79.194.238.153,p4FC2EE99.dip0.t-ipconnect.de,"T-Home Speedport W 504V WAP",99
79.203.172.72,p4FCBAC48.dip0.t-ipconnect.de,"AVM FRITZ!Box FON WLAN 7170 WAP (Linux 2.6.13)",87
79.204.18.38,p4FCC1226.dip0.t-ipconnect.de,"DD-WRT v23 - v24-sp2 (Linux 2.4.20 - 2.4.37)",82
79.215.104.106,p4FD7686A.dip0.t-ipconnect.de,"T-Home Speedport W 504V WAP",97
79.216.235.17,p4FD8EB11.dip0.t-ipconnect.de,"Linux 2.6.9 - 2.6.14",95
